Title,Date,Severity,Summary,Link
Grafana has Broken Access Control in Alert manager: Viewer can send test alerts,2023-06-12T20:09:27Z,Moderate,"CVE-2023-2183was published
                        forgithub.com/grafana/grafana(Go)Jun 12, 2023",https://github.com/advisories/GHSA-cvm3-pp2j-chr3
Doorkeeper Improper Authentication vulnerability,2023-06-12T19:50:34Z,Moderate,"CVE-2023-34246was published
                        fordoorkeeper(RubyGems)Jun 12, 2023",https://github.com/advisories/GHSA-7w2c-w47h-789w
Ouroboros is Unsound,2023-06-12T18:52:23Z,Moderate,"GHSA-87mf-9wg6-ppf8was published
                        forouroboros(Rust)Jun 12, 2023",https://github.com/advisories/GHSA-87mf-9wg6-ppf8
@keystone-6/core's bundled cuid package known to be insecure,2023-06-12T18:37:31Z,Low,"GHSA-5fp6-4xw3-xqq3was published
                        for@keystone-6/core(npm)Jun 12, 2023",https://github.com/advisories/GHSA-5fp6-4xw3-xqq3
"cheqd-node subject to Cosmos SDK ""Barberry"" vulnerability",2023-06-12T18:34:26Z,High,"GHSA-8qxh-2gh8-r923was published
                        forgithub.com/cheqd/cheqd-node(Go)Jun 12, 2023",https://github.com/advisories/GHSA-8qxh-2gh8-r923
Apache NiFi vulnerable to Deserialization of Untrusted Data,2023-06-12T18:30:18Z,Moderate,"CVE-2023-34212was published
                        fororg.apache.nifi:nifi-jms-bundle(Maven)Jun 12, 2023",https://github.com/advisories/GHSA-65wh-g8x8-gm2h
Apache NiFi vulnerable to Code Injection,2023-06-12T18:30:18Z,High,"CVE-2023-34468was published
                        fororg.apache.nifi:nifi-dbcp-base(Maven)Jun 12, 2023",https://github.com/advisories/GHSA-xm2m-2q6h-22jw
git-url-parse crate vulnerable to Regular Expression Denial of Service,2023-06-12T15:30:28Z,Low,"CVE-2023-33290was published
                        forgit-url-parse(Rust)Jun 12, 2023",https://github.com/advisories/GHSA-qfh9-8p57-mjjj
progressbar.js vulnerable to Prototype Pollution,2023-06-12T06:30:17Z,High,"CVE-2023-26133was published
                        forprogressbar.js(npm)Jun 12, 2023",https://github.com/advisories/GHSA-89qm-hm2x-mxm3
crypto-js uses insecure random numbers,2023-06-12T03:30:17Z,Moderate,"CVE-2020-36732was published
                        forcrypto-js(npm)Jun 12, 2023",https://github.com/advisories/GHSA-3w3w-pxmm-2w2j
Froxlor Session Fixation vulnerability,2023-06-11T12:30:16Z,Moderate,"CVE-2023-3192was published
                        forfroxlor/froxlor(Composer)Jun 11, 2023",https://github.com/advisories/GHSA-jr66-9ghf-6gp3
Teampass Cross-site Scripting vulnerability,2023-06-10T09:30:16Z,Moderate,"CVE-2023-3190was published
                        fornilsteampassnet/teampass(Composer)Jun 10, 2023",https://github.com/advisories/GHSA-p7xm-g427-jxfc
Teampass Cross-site Scripting vulnerability,2023-06-10T09:30:16Z,Moderate,"CVE-2023-3191was published
                        fornilsteampassnet/teampass(Composer)Jun 10, 2023",https://github.com/advisories/GHSA-qmw8-x364-xxxm
dottie vulnerable to Prototype Pollution,2023-06-10T06:30:25Z,High,"CVE-2023-26132was published
                        fordottie(npm)Jun 10, 2023",https://github.com/advisories/GHSA-4gxf-g5gf-22h4
HashiCorp Consul Incorrect Access Control vulnerability,2023-06-09T23:23:42Z,High,"CVE-2019-12291was published
                        forgithub.com/hashicorp/consul/acl(Go)Jun 9, 2023",https://github.com/advisories/GHSA-h65h-v7fw-4p38
Snowflake NodeJS Driver vulnerable to Command Injection,2023-06-09T22:53:51Z,High,"CVE-2023-34232was published
                        forsnowflake-sdk(npm)Jun 9, 2023",https://github.com/advisories/GHSA-h53w-7qw7-vh5c
Snowflake Golang Driver vulnerable to Command Injection,2023-06-09T22:53:25Z,High,"CVE-2023-34231was published
                        forgithub.com/snowflakedb/gosnowflake(Go)Jun 9, 2023",https://github.com/advisories/GHSA-fwv2-65wh-2w8c
Snowflake Python Connector vulnerable to Command Injection,2023-06-09T22:53:14Z,High,"CVE-2023-34233was published
                        forsnowflake-connector-python(pip)Jun 9, 2023",https://github.com/advisories/GHSA-5w5m-pfw9-c8fp
Gatsby develop server has Local File Inclusion vulnerability,2023-06-09T22:52:01Z,Moderate,"CVE-2023-34238was published
                        forgatsby(npm)Jun 9, 2023",https://github.com/advisories/GHSA-c6f8-8r25-c4gc
Gradio vulnerable to arbitrary file read and proxying of arbitrary URLs,2023-06-09T22:51:19Z,High,"CVE-2023-34239was published
                        forgradio(pip)Jun 9, 2023",https://github.com/advisories/GHSA-3qqg-pgqq-3695
@udecode/plate-link does not sanitize URLs to prevent use of the `javascript:` scheme,2023-06-09T22:41:56Z,High,"CVE-2023-34245was published
                        for@udecode/plate-link(npm)Jun 9, 2023",https://github.com/advisories/GHSA-4882-hxpr-hrvm
rails-ujs vulnerable to DOM Based Cross-site Scripting contenteditable HTML Elements,2023-06-09T22:41:16Z,Moderate,"CVE-2023-23913was published
                        foractionview(RubyGems)Jun 9, 2023",https://github.com/advisories/GHSA-xp5h-f8jf-rc8q
Kredis JSON Possible Deserialization of Untrusted Data Vulnerability,2023-06-09T22:40:54Z,Moderate,"CVE-2023-27531was published
                        forkredis(RubyGems)Jun 9, 2023",https://github.com/advisories/GHSA-h2wm-p2vg-6pw4
Snowflake Connector .Net Command Injection,2023-06-09T22:40:23Z,High,"CVE-2023-34230was published
                        forSnowflake.Data(NuGet)Jun 9, 2023",https://github.com/advisories/GHSA-223g-8w3x-98wr
Denial of Service via reachable assertion,2023-06-09T19:33:16Z,High,"CVE-2022-24777was published
                        forhttps://github.com/grpc/grpc-swift.git(Swift)Jun 9, 2023",https://github.com/advisories/GHSA-r6ww-5963-7r95
Denial of service via HTTP/2 HEADERS frames padding,2023-06-09T19:32:49Z,High,"CVE-2022-0618was published
                        forhttps://github.com/apple/swift-nio-http2.git(Swift)Jun 9, 2023",https://github.com/advisories/GHSA-q36x-r5x4-h4q6
LeafKit allows XSS with untrusted user input,2023-06-09T19:32:32Z,Moderate,"CVE-2021-37634was published
                        forgithub.com/vapor/leaf-kit(Swift)Jun 9, 2023",https://github.com/advisories/GHSA-rv3x-xq3r-8j9h
Incomplete Internal State Distinction in GRPCWebToHTTP2ServerCodec,2023-06-09T19:32:18Z,High,"CVE-2021-36153was published
                        forgithub.com/grpc/grpc-swift(Swift)Jun 9, 2023",https://github.com/advisories/GHSA-2jx2-qcm4-rf9h
Uncontrolled Resource Consumption in LengthPrefixedMessageReader,2023-06-09T19:32:11Z,High,"CVE-2021-36155was published
                        forgithub.com/grpc/grpc-swift(Swift)Jun 9, 2023",https://github.com/advisories/GHSA-rxmj-hg9v-vp3p
Untrusted data fed into `Data.init(base32Encoded:)` can result in exposing server memory and/or crash,2023-06-09T19:31:54Z,Moderate,"CVE-2021-32742was published
                        forgithub.com/vapor/vapor(Swift)Jun 9, 2023",https://github.com/advisories/GHSA-pqwh-c2f3-vxmq
Vapor's Metrics integration could cause a system drain,2023-06-09T19:31:47Z,Moderate,"CVE-2021-21328was published
                        forgithub.com/vapor/vapor(Swift)Jun 9, 2023",https://github.com/advisories/GHSA-gcj9-jj38-hwmc
Arbitrary file read using percent-encoded relative paths in FileMiddleware,2023-06-09T19:31:32Z,Moderate,"CVE-2020-15230was published
                        forgithub.com/vapor/vapor(Swift)Jun 9, 2023",https://github.com/advisories/GHSA-vcvg-xgr8-p5gq
Hashicorp Vault vulnerable to Cross-site Scripting,2023-06-09T18:30:34Z,Moderate,"CVE-2023-2121was published
                        forgithub.com/hashicorp/vault(Go)Jun 9, 2023",https://github.com/advisories/GHSA-gq98-53rq-qr5h
Froxlor vulnerable to Improper Restriction of Excessive Authentication Attempts,2023-06-09T03:30:24Z,Critical,"CVE-2023-3173was published
                        forfroxlor/froxlor(Composer)Jun 9, 2023",https://github.com/advisories/GHSA-chw4-88xc-79w6
Froxlor vulnerable to Path Traversal,2023-06-09T03:30:24Z,High,"CVE-2023-3172was published
                        forfroxlor/froxlor(Composer)Jun 9, 2023",https://github.com/advisories/GHSA-ghqq-jfx7-f6m9
OpenZeppelin Contracts's governor proposal creation may be blocked by frontrunning,2023-06-08T18:03:11Z,Moderate,"CVE-2023-34234was published
                        for@openzeppelin/contracts(npm)Jun 8, 2023",https://github.com/advisories/GHSA-5h3x-9wvq-w4m2
RuoYi Uncontrolled Resource Consumption vulnerability,2023-06-08T15:30:20Z,Low,"CVE-2023-3163was published
                        forcom.ruoyi:ruoyi(Maven)Jun 8, 2023",https://github.com/advisories/GHSA-g3hh-q55f-9g3w
xxl-rpc deserialization vulnerability,2023-06-07T21:30:18Z,Critical,"CVE-2023-33496was published
                        forcom.xuxueli:xxl-rpc-core(Maven)Jun 7, 2023",https://github.com/advisories/GHSA-c29g-q3h3-mwcf
Jeecg P3 Biz Chat allows remote attackers to read arbitrary files,2023-06-07T21:30:18Z,High,"CVE-2023-33510was published
                        fororg.jeecgframework.p3:jeecg-p3-biz-chat(Maven)Jun 7, 2023",https://github.com/advisories/GHSA-v3v9-3jf4-5pxx
Vapor vulnerable to denial of service in HTTP Range Request of FileMiddleware,2023-06-07T16:26:25Z,High,"CVE-2022-31005was published
                        forgithub.com/vapor/vapor(Swift)Jun 7, 2023",https://github.com/advisories/GHSA-vj2m-9f5j-mpr5
Vapor vulnerable to denial of service in URLEncodedFormDecoder,2023-06-07T16:11:16Z,High,"CVE-2022-31019was published
                        forgithub.com/vapor/vapor(Swift)Jun 7, 2023",https://github.com/advisories/GHSA-qvxg-wjxc-r4gg
Swift-corelibs-foundation denial of service in JSON decoding with JSONDecoder,2023-06-07T16:07:36Z,High,"CVE-2022-1642was published
                        forgithub.com/apple/swift-corelibs-foundation(Swift)Jun 7, 2023",https://github.com/advisories/GHSA-239c-6cv2-wwx8
SwiftNIO Extras vulnerable to improper detection of complete HTTP body decompression,2023-06-07T16:05:48Z,High,"CVE-2022-3252was published
                        forgithub.com/apple/swift-nio-extras(Swift)Jun 7, 2023",https://github.com/advisories/GHSA-773g-x274-8qmf
SwiftNIO vulnerable to Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),2023-06-07T16:01:53Z,Moderate,"CVE-2022-3215was published
                        forgithub.com/apple/swift-nio(Swift)Jun 7, 2023",https://github.com/advisories/GHSA-7fj7-39wj-c64f
Async HTTP Client has CRLF Injection vulnerability in HTTP request headers,2023-06-07T15:52:55Z,High,"CVE-2023-0040was published
                        forgithub.com/swift-server/async-http-client(Swift)Jun 7, 2023",https://github.com/advisories/GHSA-v3r5-pjpm-mwgq
Microweber Cross-site Scripting vulnerability,2023-06-07T15:30:18Z,Moderate,"CVE-2023-3142was published
                        formicroweber/microweber(Composer)Jun 7, 2023",https://github.com/advisories/GHSA-fqcv-rfp6-wv92
alist Incorrect Access Control vulnerability,2023-06-07T15:30:17Z,High,"CVE-2023-33498was published
                        forgithub.com/alist-org/alist/v3(Go)Jun 7, 2023",https://github.com/advisories/GHSA-hh54-53m7-7ffj
Duplicate Advisory: Grafana Improper Access Control vulnerability,2023-06-06T21:30:18Z,Moderate,"GHSA-wm7r-3qxj-5xgqwas published
                        forgithub.com/grafana/grafana(Go)Jun 6, 2023•withdrawn",https://github.com/advisories/GHSA-wm7r-3qxj-5xgq
Grafana Missing Synchronization vulnerability,2023-06-06T21:30:18Z,High,"CVE-2023-2801was published
                        forgithub.com/grafana/grafana(Go)Jun 6, 2023",https://github.com/advisories/GHSA-x2w4-c67p-g44j
RedCloth Regular Expression Denial of Service issue,2023-06-06T18:30:20Z,High,"CVE-2023-31606was published
                        forRedCloth(RubyGems)Jun 6, 2023",https://github.com/advisories/GHSA-qcm3-vfq5-wfr2
fast-xml-parser vulnerable to Regex Injection via Doctype Entities,2023-06-06T17:33:13Z,High,"CVE-2023-34104was published
                        forfast-xml-parser(npm)Jun 6, 2023",https://github.com/advisories/GHSA-6w63-h3fj-q4vw
avo possible unsafe reflection / partial DoS vulnerability,2023-06-06T16:46:57Z,High,"CVE-2023-34102was published
                        foravo(RubyGems)Jun 6, 2023",https://github.com/advisories/GHSA-86h2-2g4g-29qx
kiwitcms vulnerable to stored cross-site scripting via unrestricted file upload,2023-06-06T16:46:16Z,High,"CVE-2023-33977was published
                        forkiwitcms(pip)Jun 6, 2023",https://github.com/advisories/GHSA-2fqm-m4r2-fh98
notation-go's verification bypass can cause users to verify the wrong artifact,2023-06-06T16:45:29Z,High,"CVE-2023-33959was published
                        forgithub.com/notaryproject/notation-go(Go)Jun 6, 2023",https://github.com/advisories/GHSA-xhg5-42rf-296r
Notation's default `maxSignatureAttempts` in `notation verify` enables an endless data attack,2023-06-06T16:44:58Z,Moderate,"CVE-2023-33958was published
                        forgithub.com/notaryproject/notation(Go)Jun 6, 2023",https://github.com/advisories/GHSA-rvrx-rrwh-r9p6
Notation vulnerable to denial of service from high number of artifact signatures,2023-06-06T16:43:01Z,Moderate,"CVE-2023-33957was published
                        forgithub.com/notaryproject/notation(Go)Jun 6, 2023",https://github.com/advisories/GHSA-9m3v-v4r5-ppx7
Synapse has URL deny list bypass via oEmbed and image URLs when generating previews,2023-06-06T16:41:34Z,Low,"CVE-2023-32683was published
                        formatrix-synapse(pip)Jun 6, 2023",https://github.com/advisories/GHSA-98px-6486-j7qc
Synapse has improper checks for deactivated users during login,2023-06-06T16:40:42Z,Moderate,"CVE-2023-32682was published
                        formatrix-synapse(pip)Jun 6, 2023",https://github.com/advisories/GHSA-26c5-ppr8-f33p
syncthing vulnerable to Cross-site Scripting (XSS) in Web GUI,2023-06-06T16:39:57Z,Moderate,"CVE-2022-46165was published
                        forgithub.com/syncthing/syncthing(Go)Jun 6, 2023",https://github.com/advisories/GHSA-9rp6-23gf-4c3h
avo vulnerable to Stored XSS (Cross Site Scripting) in html content based fields,2023-06-06T14:13:08Z,High,"CVE-2023-34103was published
                        foravo(RubyGems)Jun 6, 2023",https://github.com/advisories/GHSA-5cr9-5jx3-2g39
trust-dns vulnerable to Remote Attackers causing Denial-of-Service (packet loops) with crafted DNS packets,2023-06-06T02:06:23Z,Moderate,"GHSA-5fm9-h728-fwpjwas published
                        fortrust-dns-server(Rust)Jun 6, 2023",https://github.com/advisories/GHSA-5fm9-h728-fwpj
Vite Server Options (server.fs.deny) can be bypassed using double forward-slash (//),2023-06-06T02:01:39Z,High,"CVE-2023-34092was published
                        forvite(npm)Jun 6, 2023",https://github.com/advisories/GHSA-353f-5xf4-qw67
Rancher vulnerable to Privilege Escalation via manipulation of Secrets,2023-06-06T02:00:28Z,Critical,"CVE-2023-22647was published
                        forrancher/rancher(Go)Jun 6, 2023",https://github.com/advisories/GHSA-p976-h52c-26p6
Rancher UI has multiple Cross-Site Scripting (XSS) issues,2023-06-06T01:59:54Z,High,"CVE-2022-43760was published
                        forrancher/rancher(Go)Jun 6, 2023",https://github.com/advisories/GHSA-46v3-ggjg-qq3x
Rancher users retain access after moving namespaces into projects they don't have access to,2023-06-06T01:59:31Z,High,"CVE-2020-10676was published
                        forgithub.com/rancher/rancher(Go)Jun 6, 2023",https://github.com/advisories/GHSA-8vhc-hwhc-cpj4
buffered-reader vulnerable to out-of-bounds array access leading to panic,2023-06-06T01:58:41Z,Low,"GHSA-29mf-62xx-28jqwas published
                        forbuffered-reader(Rust)Jun 6, 2023",https://github.com/advisories/GHSA-29mf-62xx-28jq
sequoia-openpgp vulnerable to out-of-bounds array access leading to panic,2023-06-06T01:58:04Z,Low,"GHSA-25mx-8f3v-8wh7was published
                        forsequoia-openpgp(Rust)Jun 6, 2023",https://github.com/advisories/GHSA-25mx-8f3v-8wh7
Pimcore vulnerable to Pre-Auth Path Traversal in pimcore_log parameter,2023-06-06T01:51:34Z,Moderate,"CVE-2023-2984was published
                        forpimcore/pimcore(Composer)Jun 6, 2023",https://github.com/advisories/GHSA-46g3-f9r8-xj4v
PocketMine-MP vulnerable to improperly checked dropped item count leading to server crash,2023-06-06T01:51:09Z,High,"GHSA-h87r-f4vc-mchvwas published
                        forpocketmine/pocketmine-mp(Composer)Jun 6, 2023",https://github.com/advisories/GHSA-h87r-f4vc-mchv
